condition_id,argmax_accuracy,bin,confidence_calibration_gap,count,display_name,framing,lower_probability_inclusive,mean_argmax_confidence,mean_probability_yes,observed_yes_rate,probability_calibration_gap,probability_field,upper_probability_exclusive,upper_probability_inclusive,weight
interactive.robust_0.8B.BAB_swapped_labels,0.7025316455696202,4,0.03550500248996247,158,Interactive BAB — displayed labels swapped,debater_ab_converted,0.3,0.6670266430796578,0.3329733569203423,0.2974683544303797,0.03550500248996258,debater_prob_yes,0.4,,0.05266666666666667
interactive.robust_0.8B.BAB_swapped_labels,0.7758620689655172,5,0.22006741321189738,58,Interactive BAB — displayed labels swapped,debater_ab_converted,0.4,0.5557946557536199,0.44420534424638014,0.22413793103448276,0.22006741321189738,debater_prob_yes,0.5,,0.019333333333333334
interactive.robust_0.8B.BAB_swapped_labels,0.4025974025974026,6,0.14728789140968912,77,Interactive BAB — displayed labels swapped,debater_ab_converted,0.5,0.5498852940070917,0.5498852940070917,0.4025974025974026,0.14728789140968912,debater_prob_yes,0.6,,0.025666666666666667
interactive.robust_0.8B.BAB_swapped_labels,0.358974358974359,7,0.2988744782339349,156,Interactive BAB — displayed labels swapped,debater_ab_converted,0.6,0.6578488372082939,0.6578488372082939,0.358974358974359,0.2988744782339349,debater_prob_yes,0.7,,0.052
interactive.robust_0.8B.BAB_swapped_labels,0.3201754385964912,8,0.44137121406725266,456,Interactive BAB — displayed labels swapped,debater_ab_converted,0.7,0.7615466526637439,0.7615466526637439,0.3201754385964912,0.44137121406725266,debater_prob_yes,0.8,,0.152
interactive.robust_0.8B.BAB_swapped_labels,0.34285714285714286,9,0.5040816801966227,700,Interactive BAB — displayed labels swapped,debater_ab_converted,0.8,0.8469388230537656,0.8469388230537656,0.34285714285714286,0.5040816801966227,debater_prob_yes,0.9,,0.23333333333333334
interactive.robust_0.8B.BAB_swapped_labels,0.3475177304964539,10,0.569399137794361,141,Interactive BAB — displayed labels swapped,debater_ab_converted,0.9,0.916916868290815,0.916916868290815,0.3475177304964539,0.569399137794361,debater_prob_yes,,1.0,0.047
statement.rejudge_2B,0.9713408393039918,1,0.03761350105129502,977,Statement — rejudged by 2B,yes_no,0.0,0.9337273382526968,0.06627266174730317,0.028659160696008188,0.03761350105129499,verdict_prob_belongs,0.1,,0.32566666666666666
statement.rejudge_2B,0.8123543123543123,2,0.04559814412209007,858,Statement — rejudged by 2B,yes_no,0.1,0.8579524564764024,0.14204754352359752,0.18764568764568765,0.04559814412209012,verdict_prob_belongs,0.2,,0.286
statement.rejudge_2B,0.5349462365591398,3,0.22015780514228867,372,Statement — rejudged by 2B,yes_no,0.2,0.7551040417014284,0.24489595829857153,0.4650537634408602,0.22015780514228867,verdict_prob_belongs,0.3,,0.124
statement.rejudge_2B,0.2857142857142857,4,0.3662313819508105,294,Statement — rejudged by 2B,yes_no,0.3,0.6519456676650962,0.34805433233490374,0.7142857142857143,0.36623138195081056,verdict_prob_belongs,0.4,,0.098
statement.rejudge_2B,0.20588235294117646,5,0.3490026040532043,238,Statement — rejudged by 2B,yes_no,0.4,0.5548849569943808,0.44511504300561927,0.7941176470588235,0.3490026040532042,verdict_prob_belongs,0.5,,0.07933333333333334
statement.rejudge_2B,0.8869047619047619,6,0.3430774333393951,168,Statement — rejudged by 2B,yes_no,0.5,0.5438273285653668,0.5438273285653668,0.8869047619047619,0.3430774333393951,verdict_prob_belongs,0.6,,0.056
statement.rejudge_2B,0.963855421686747,7,0.3168105961462373,83,Statement — rejudged by 2B,yes_no,0.6,0.6470448255405097,0.6470448255405097,0.963855421686747,0.3168105961462373,verdict_prob_belongs,0.7,,0.027666666666666666
statement.rejudge_2B,1.0,8,0.27007469708649723,10,Statement — rejudged by 2B,yes_no,0.7,0.7299253029135028,0.7299253029135028,1.0,0.27007469708649723,verdict_prob_belongs,0.8,,0.0033333333333333335
statement.rejudge_2B,,9,,0,Statement — rejudged by 2B,yes_no,0.8,,,,,verdict_prob_belongs,0.9,,0.0
statement.rejudge_2B,,10,,0,Statement — rejudged by 2B,yes_no,0.9,,,,,verdict_prob_belongs,,1.0,0.0
statement.rejudge_2B,1.0,1,0.09201522373690985,13,Statement — rejudged by 2B,true_false,0.0,0.9079847762630902,0.09201522373690992,0.0,0.09201522373690992,boolean_prob_true,0.1,,0.004333333333333333
statement.rejudge_2B,0.905952380952381,2,0.07184209948136855,840,Statement — rejudged by 2B,true_false,0.1,0.8341102814710124,0.16588971852898765,0.09404761904761905,0.0718420994813686,boolean_prob_true,0.2,,0.28
statement.rejudge_2B,0.7356687898089171,3,0.01987558820166513,1256,Statement — rejudged by 2B,true_false,0.2,0.7555443780105823,0.24445562198941778,0.2643312101910828,0.019875588201665018,boolean_prob_true,0.3,,0.4186666666666667
statement.rejudge_2B,0.4148606811145511,4,0.24385050090662863,646,Statement — rejudged by 2B,true_false,0.3,0.6587111820211797,0.3412888179788204,0.5851393188854489,0.24385050090662852,boolean_prob_true,0.4,,0.21533333333333332
statement.rejudge_2B,0.13612565445026178,5,0.42448851008438115,191,Statement — rejudged by 2B,true_false,0.4,0.560614164534643,0.43938583546535703,0.8638743455497382,0.42448851008438115,boolean_prob_true,0.5,,0.06366666666666666
statement.rejudge_2B,0.8461538461538461,6,0.31463929443641603,52,Statement — rejudged by 2B,true_false,0.5,0.5315145517174301,0.5315145517174301,0.8461538461538461,0.31463929443641603,boolean_prob_true,0.6,,0.017333333333333333
statement.rejudge_2B,1.0,7,0.38493874948262685,2,Statement — rejudged by 2B,true_false,0.6,0.6150612505173731,0.6150612505173731,1.0,0.38493874948262685,boolean_prob_true,0.7,,0.0006666666666666666
statement.rejudge_2B,,8,,0,Statement — rejudged by 2B,true_false,0.7,,,,,boolean_prob_true,0.8,,0.0
statement.rejudge_2B,,9,,0,Statement — rejudged by 2B,true_false,0.8,,,,,boolean_prob_true,0.9,,0.0
statement.rejudge_2B,,10,,0,Statement — rejudged by 2B,true_false,0.9,,,,,boolean_prob_true,,1.0,0.0
statement.rejudge_2B,,1,,0,Statement — rejudged by 2B,debater_ab_converted,0.0,,,,,debater_prob_yes,0.1,,0.0
statement.rejudge_2B,0.5777777777777777,2,0.24882944719895683,180,Statement — rejudged by 2B,debater_ab_converted,0.1,0.8266072249767346,0.17339277502326536,0.4222222222222222,0.24882944719895686,debater_prob_yes,0.2,,0.06
statement.rejudge_2B,0.6915760869565217,3,0.05623659126410108,736,Statement — rejudged by 2B,debater_ab_converted,0.2,0.7478126782206228,0.2521873217793772,0.30842391304347827,0.05623659126410108,debater_prob_yes,0.3,,0.24533333333333332
statement.rejudge_2B,0.6736111111111112,4,0.015010259580472418,432,Statement — rejudged by 2B,debater_ab_converted,0.3,0.6586008515306387,0.3413991484693613,0.3263888888888889,0.015010259580472418,debater_prob_yes,0.4,,0.144
statement.rejudge_2B,0.6179775280898876,5,0.06045264235190961,89,Statement — rejudged by 2B,debater_ab_converted,0.4,0.557524885737978,0.442475114262022,0.38202247191011235,0.06045264235190967,debater_prob_yes,0.5,,0.029666666666666668
statement.rejudge_2B,0.4065040650406504,6,0.15440258008950303,123,Statement — rejudged by 2B,debater_ab_converted,0.5,0.5609066451301534,0.5609066451301534,0.4065040650406504,0.15440258008950303,debater_prob_yes,0.6,,0.041
statement.rejudge_2B,0.3157894736842105,7,0.3456291072944754,456,Statement — rejudged by 2B,debater_ab_converted,0.6,0.6614185809786859,0.6614185809786859,0.3157894736842105,0.3456291072944754,debater_prob_yes,0.7,,0.152
statement.rejudge_2B,0.3006535947712418,8,0.4470525858630822,765,Statement — rejudged by 2B,debater_ab_converted,0.7,0.747706180634324,0.747706180634324,0.3006535947712418,0.4470525858630822,debater_prob_yes,0.8,,0.255
statement.rejudge_2B,0.44495412844036697,9,0.38101505732216556,218,Statement — rejudged by 2B,debater_ab_converted,0.8,0.8259691857625325,0.8259691857625325,0.44495412844036697,0.38101505732216556,debater_prob_yes,0.9,,0.07266666666666667
statement.rejudge_2B,1.0,10,0.0998206675676232,1,Statement — rejudged by 2B,debater_ab_converted,0.9,0.9001793324323768,0.9001793324323768,1.0,0.0998206675676232,debater_prob_yes,,1.0,0.0003333333333333333
statement.robust_0.8B,,1,,0,Statement — 0.8B judge,yes_no,0.0,,,,,verdict_prob_belongs,0.1,,0.0
statement.robust_0.8B,1.0,2,0.15002882434242504,1,Statement — 0.8B judge,yes_no,0.1,0.849971175657575,0.1500288243424251,0.0,0.1500288243424251,verdict_prob_belongs,0.2,,0.0003333333333333333
statement.robust_0.8B,1.0,3,0.2604398050421639,4,Statement — 0.8B judge,yes_no,0.2,0.7395601949578361,0.26043980504216385,0.0,0.26043980504216385,verdict_prob_belongs,0.3,,0.0013333333333333333
statement.robust_0.8B,0.868421052631579,4,0.23893190750443205,38,Statement — 0.8B judge,yes_no,0.3,0.6294891451271469,0.370510854872853,0.13157894736842105,0.23893190750443197,verdict_prob_belongs,0.4,,0.012666666666666666
statement.robust_0.8B,0.7758620689655172,5,0.23292246636714764,116,Statement — 0.8B judge,yes_no,0.4,0.5429396025983696,0.45706039740163046,0.22413793103448276,0.2329224663671477,verdict_prob_belongs,0.5,,0.03866666666666667
statement.robust_0.8B,0.22318840579710145,6,0.3274277934594704,345,Statement — 0.8B judge,yes_no,0.5,0.5506161992565718,0.5506161992565718,0.22318840579710145,0.3274277934594704,verdict_prob_belongs,0.6,,0.115
statement.robust_0.8B,0.273371104815864,7,0.38059623198332404,706,Statement — 0.8B judge,yes_no,0.6,0.6539673367991881,0.6539673367991881,0.273371104815864,0.38059623198332404,verdict_prob_belongs,0.7,,0.23533333333333334
statement.robust_0.8B,0.34347826086956523,8,0.4080758692718899,920,Statement — 0.8B judge,yes_no,0.7,0.7515541301414551,0.7515541301414551,0.34347826086956523,0.4080758692718899,verdict_prob_belongs,0.8,,0.30666666666666664
statement.robust_0.8B,0.4410596026490066,9,0.40352315517865406,755,Statement — 0.8B judge,yes_no,0.8,0.8445827578276607,0.8445827578276607,0.4410596026490066,0.40352315517865406,verdict_prob_belongs,0.9,,0.25166666666666665
statement.robust_0.8B,0.43478260869565216,10,0.48858085084956965,115,Statement — 0.8B judge,yes_no,0.9,0.9233634595452218,0.9233634595452218,0.43478260869565216,0.48858085084956965,verdict_prob_belongs,,1.0,0.03833333333333333
statement.robust_0.8B,,1,,0,Statement — 0.8B judge,true_false,0.0,,,,,boolean_prob_true,0.1,,0.0
statement.robust_0.8B,1.0,2,0.19682620364309855,1,Statement — 0.8B judge,true_false,0.1,0.8031737963569014,0.1968262036430985,0.0,0.1968262036430985,boolean_prob_true,0.2,,0.0003333333333333333
statement.robust_0.8B,0.825,3,0.09733124178476582,80,Statement — 0.8B judge,true_false,0.2,0.7276687582152341,0.2723312417847659,0.175,0.09733124178476593,boolean_prob_true,0.3,,0.02666666666666667
statement.robust_0.8B,0.8157894736842105,4,0.17775408289889227,646,Statement — 0.8B judge,true_false,0.3,0.6380353907853182,0.36196460921468177,0.18421052631578946,0.1777540828988923,boolean_prob_true,0.4,,0.21533333333333332
statement.robust_0.8B,0.6666666666666666,5,0.11582568352132239,1143,Statement — 0.8B judge,true_false,0.4,0.5508409831453442,0.44915901685465576,0.3333333333333333,0.11582568352132244,boolean_prob_true,0.5,,0.381
statement.robust_0.8B,0.39909297052154197,6,0.14017142903555618,882,Statement — 0.8B judge,true_false,0.5,0.5392643995570982,0.5392643995570982,0.39909297052154197,0.14017142903555618,boolean_prob_true,0.6,,0.294
statement.robust_0.8B,0.5374449339207048,7,0.09362675249136321,227,Statement — 0.8B judge,true_false,0.6,0.631071686412068,0.631071686412068,0.5374449339207048,0.09362675249136321,boolean_prob_true,0.7,,0.07566666666666666
statement.robust_0.8B,0.5714285714285714,8,0.15522088831185477,21,Statement — 0.8B judge,true_false,0.7,0.7266494597404262,0.7266494597404262,0.5714285714285714,0.15522088831185477,boolean_prob_true,0.8,,0.007
statement.robust_0.8B,,9,,0,Statement — 0.8B judge,true_false,0.8,,,,,boolean_prob_true,0.9,,0.0
statement.robust_0.8B,,10,,0,Statement — 0.8B judge,true_false,0.9,,,,,boolean_prob_true,,1.0,0.0
statement.robust_0.8B,0.7962962962962963,1,0.12238074459380532,54,Statement — 0.8B judge,debater_ab_converted,0.0,0.9186770408901016,0.08132295910989852,0.2037037037037037,0.12238074459380517,debater_prob_yes,0.1,,0.018
statement.robust_0.8B,0.7760532150776053,2,0.06692189958467343,451,Statement — 0.8B judge,debater_ab_converted,0.1,0.8429751146622787,0.15702488533772133,0.22394678492239467,0.06692189958467334,debater_prob_yes,0.2,,0.15033333333333335
statement.robust_0.8B,0.634765625,3,0.11923046985547026,512,Statement — 0.8B judge,debater_ab_converted,0.2,0.7539960948554703,0.2460039051445298,0.365234375,0.1192304698554702,debater_prob_yes,0.3,,0.17066666666666666
statement.robust_0.8B,0.5590277777777778,4,0.10081259959455058,288,Statement — 0.8B judge,debater_ab_converted,0.3,0.6598403773723284,0.3401596226276717,0.4409722222222222,0.10081259959455052,debater_prob_yes,0.4,,0.096
statement.robust_0.8B,0.5727272727272728,5,0.014415736127941892,110,Statement — 0.8B judge,debater_ab_converted,0.4,0.5583115365993309,0.44168846340066914,0.42727272727272725,0.014415736127941892,debater_prob_yes,0.5,,0.03666666666666667
statement.robust_0.8B,0.4186046511627907,6,0.13791497602020547,86,Statement — 0.8B judge,debater_ab_converted,0.5,0.5565196271829962,0.5565196271829962,0.4186046511627907,0.13791497602020547,debater_prob_yes,0.6,,0.028666666666666667
statement.robust_0.8B,0.3791469194312796,7,0.2816663005596261,211,Statement — 0.8B judge,debater_ab_converted,0.6,0.6608132199909057,0.6608132199909057,0.3791469194312796,0.2816663005596261,debater_prob_yes,0.7,,0.07033333333333333
statement.robust_0.8B,0.35608856088560886,8,0.39959462414107244,542,Statement — 0.8B judge,debater_ab_converted,0.7,0.7556831850266813,0.7556831850266813,0.35608856088560886,0.39959462414107244,debater_prob_yes,0.8,,0.18066666666666667
statement.robust_0.8B,0.3,9,0.5453904568886665,660,Statement — 0.8B judge,debater_ab_converted,0.8,0.8453904568886664,0.8453904568886664,0.3,0.5453904568886665,debater_prob_yes,0.9,,0.22
statement.robust_0.8B,0.23255813953488372,10,0.6848681233773541,86,Statement — 0.8B judge,debater_ab_converted,0.9,0.9174262629122378,0.9174262629122378,0.23255813953488372,0.6848681233773541,debater_prob_yes,,1.0,0.028666666666666667
